Article ID,Summary,Caption,Category,Explanation
1394,"Ismail Mohamed Abdulwahab, from Brixton, South West London, died of the bug after being rushed to hospital struggling to breathe. His loved ones couldn't attend the tragic service this afternoon as two of his siblings have now developed symptoms. But friends of the family were able to join the service and mourn the youngster. More than £67,000 has so far been raised for the teen's family after the tragedy. It comes after a teen boy from Portugal became the youngest victim of the coronavirus in Europe.",The teenager's coffin was carried by people wearing protective masks and suits,Complementarity,"The summary describes the circumstances surrounding a teenager's death and funeral. The caption provides additional, but not essential, detail about the funeral, specifying that those carrying the coffin wore protective gear."
1395,"Experts previously said the deadly bug is transmitted between people through droplets spread from coughing and sneezing. But scientists are now warning that coronavirus may also spread through the air in tiny particles that infected people exhale during normal breathing and speech. Researchers from the US National Academies of Science (NAS) made the revelation in a report they delivered to the White House on Wednesday. As of yesterday, more than one million people are confirmed to have Covid-19, and more than 50,000 people have died worldwide. Brits are currently advised to stay more than two metres apart from one another to slow the spread of the virus.",Doctors say coronavirus could be spread 'just by talking and breathing',Equivalence,"The summary and caption both refer to the same topic, the spread of coronavirus. They both mention that the virus could be spread through breathing, indicating a direct match in the core subject matter."
1396,"Britain's death toll is now 319 higher than China where the outbreak started. Latest deaths put Britain higher than Iran's official death toll of 3,294. Insiders today claimed the figure in Iran is actually five times higher. UK's peak is now expected to hit on Easter Sunday with around 1,000 deaths a day, Health Secretary Matt Hancock has warned. Boris Johnson today urged Brits to not go out and enjoy the sunshine this weekend as he revealed he was staying in isolation because he is still sick with coronavirus.",The coronavirus death toll has continued to rise in the UK,Equivalence,"The summary and the caption both explicitly mention the rising death toll due to coronavirus in the UK. Although the summary provides more detailed information, both texts directly address the same core concept."
1397,"Marie Dinou, 41, was charged under the wrong law after being arrested for 'loitering between platforms' at Newcastle Central station. She was arrested on suspicion of breaking restrictions imposed under the Coronavirus Act 2020. British Transport Police (BTP) said in a press release Dinou couldn't justify her train travel, wouldn't explain to police why she needed to travel and refused to give her name. But following a review, BTP and the Crown Prosecution Service (CPS) established she was chargedunder the wrong section of the act. The case will now be relisted and the conviction set aside, with BTP not pursuing a prosecution.","Marie Dinou, 41, was fined £800 for breaching new coronavirus regulations",Equivalence,"The summary and caption both refer to the same individual, Marie Dinou, and the context of her arrest related to coronavirus regulations. While the specific details of the charges differ slightly, they both concern the same event and person, making it a case of literal equivalence."
1398,"National Council of Resistance of Iran (NCRI) claims Iran has been importing out-of-date medicines as part of a culture of corruption. The dissidents also allege the number of dead from the pandemic is five times higher in Iran than the official total of 3,160 - claiming more than 15,000 people have been killed by Covid-19. Iran currently has more than 50,000 official confirmed cases of coronavirus and is one of the worst impacted countries in the world. The opposition group blames the growing death toll on an under resourced health service.",Medics and nurses wearing masks and hazmat suits treat patients infected with coronavirus as Sina hospital in Tehran on March 12,Complementarity,"The summary describes claims of corruption and a high death toll in Iran due to COVID-19. The caption provides a visual context, showing medical staff treating patients in a Tehran hospital. While the image enriches understanding, it isn't essential to comprehend the summary's core message about the NCRI's allegations."
1399,"Daniel Furniss, from Crookhorn near Portsmouth, was deemed high-risk because he was diabetic and so was living under the strictest social distancing measures. The 34-year-old, who was bipolar, was living by himself and his family said being unable to leave his home caused him to struggle with mental health issues. Only Dan's parents and four siblings will be able to attend the funeral because of tight restrictions due to the lockdown. A GoFundMe page set up to help pay costs for Dan's funeral has already raised nearly £2,000.","Daniel Furniss, 34, was described as a 'big kid at heart' by his sister",Equivalence,"Both the summary and the caption explicitly mention ""Daniel Furniss"". The texts share the same entity, referring to the same individual, making it a case of literal token-token equivalence."
1400,"Jason Hargrove, 50, posted a video to Facebook on March 21 after a woman boarded his bus and began openly coughing. He fell ill just days later and died on Wednesday night. The video came after the city introduced new safety measures after protests from drivers about the risks they were facing. The city had waived all fares, told passengers to board or leave buses from the rear doors, and pledged that buses would be more thoroughly cleaned. The coronavirus has now infected more than one million people globally and killed at least 54,000 since first breaking out in December.","Jason Hargrove, 50, has died of coronavirus after criticising passengers who were failing to cover their mouths when they coughed",Equivalence,"The summary and caption both explicitly mention ""Jason Hargrove, 50"". This is a direct, unambiguous match referring to the same individual, indicating literal equivalence based on token-token matching."
1401,"New 4,000 bed NHS hospital at the Excel Centre is expected to take patients who have already been assessed at other hospitals. Only the younger and fitter coronavirus patients needing critical treatment will be directed to the Nightingale. Patients who have other complex conditions or are deemed more frail by clinical standards will be cared for in established NHS hospitals. The new hospital will need a massive workforce of up to 16,000 staff in clinical and ancillary roles. Hundreds of volunteers from the St John Ambulance charity with various levels of clinical training will help at the facility.",Military personnel helped set up the new hospital in record time,Complementarity,"The summary describes the new NHS hospital and its function, while the caption provides additional context about the military's involvement in setting it up. The caption enriches the understanding of how the hospital was established, but it is not essential to grasp the core message about the hospital's purpose and patient selection."
1402,"Instagram influencers have turned coronavirus face masks into bikinis. The posing outfits, known as ""quarankinis"", are sweeping social media. Many people have been stocking up on face masks to offer protection. But some Instagram models have taken a new distasteful spin in making the critical meical supplies a latest “must-have” accessory. The bizarre trend comes as another influencer currently in lockdown in a luxury hotel is blasted online after she said it was ""worse than prison""",Australian model Jade Marie pictured herself in a black string-tied face mask bikini,Equivalence,The summary discusses a general trend of Instagram influencers making bikinis out of face masks. The caption provides a specific instance of this trend by showing Australian model Jade Marie posing in a face mask bikini. The caption demonstrates an example of what the summary describes.
1403,"Government press briefings have been ongoing since March 16. Today's briefing was hosted by Health and Social Secretary Matt Hancock for the second day in a row since coming off self-isolation. He ordered the nation to main social-distancing, as he spoke of the weekend weather forecast for warm weather. Hancock was asked about promises of antibody tests, which have not yet transpired. On Thursday, he said no working test had been found yet, but today, he revealed the government has ordered 17 million, before adding that he has been ""absolutely clear all along we will only use them if they work""",Hancock will host again today after spending the day at Nightingale Hospital,Complementarity,"The caption provides additional information about Hancock's activities, specifically mentioning his visit to Nightingale Hospital. While the summary focuses on the press briefing and the antibody tests, the caption adds context that enriches the understanding of Hancock's day but isn't essential to understanding the core message of the summary."
1404,"Claims 5G ""radiation"" caused the deadly coronavirus spread. Theory originated last month after a video filmed at a US health conference claimed Africa was not as affected by the disease because it is ""not a 5G region"" The myth was quickly debunked after the World Health Organisation confirmed there were thousands of Covid-19 cases in Africa. But the claims have still been doing the rounds on WhatsApp via a lengthy voice note. Engineers are now also being targeted with social media users encouraging each other to destroy the masts in a Stop 5G Facebook group.",Conspiracy theorists are setting 5g phone masts alight after a bogus coronavirus theory spread,Equivalence,"The summary discusses a conspiracy theory linking 5G and coronavirus, and the caption directly states that conspiracy theorists are setting 5G masts alight due to this theory. There's a direct link of '5G' and conspiracy theories in both texts using identical tokens."
1405,"PM has been isolating for at least a week after being diagnosed with the virus, yet he still has a temperature. In a fresh video message to the nation from his No11 flat, the PM said he was feeling better but not yet well enough to go back out. It came just an hour before the death toll rose to 3,600 - with more than 38,000 coronavirus cases across the country. Boris also told the nation that despite the tempting warm weather that is predicted, they should resist the temptation to go outside to enjoy it.","Boris is still unwell with the coronavirus, he revealed this lunchtime",Equivalence,"The summary refers to ""PM"", which clearly stands for Prime Minister. The caption then uses the first name of the Prime Minister, ""Boris"", which is a Token-Token match since PM is commonly accepted to refer to Boris Johnson in this context."
1407,"The Queen addressed the nation and Commonwealth over the ongoing coronavirus crisis on Sunday, April 5. Her Majesty said the UK ""will succeed"" in its fight against Covid-19, in the rallying message to Britain. The Queen, now 93, also said the ""painful sense of separation from their loved ones"" that social distancing was causing for people reminded her of the experience child evacuees had during the Second World War. You can watch the Queen's speech at the top of this page. We also followed it live in our blog - catch up with it HERE.",Queen Elizabeth addressed the nation on April 5 during the coronavirus pandemic,Equivalence,"The summary and caption both explicitly mention 'Queen', 'April 5', and the 'coronavirus pandemic'. The texts share identical and unambiguous tokens that clearly refer to the same entities and event."
1408,"Researchers crunched a year of planning and regulatory approval into just nine days and have almost 1,000 volunteers already. Health Secretary tonight called on more patients to take part - with the approval of their doctors. Matt Hancock said that research on treatment for Covid-19 was ""essential to our plan"" for tackling the epidemic. No drug has been proven to combat the coronavirus but the study aims to establish if one used for other illnesses may work. Adults diagnosed with the disease are being offered the chance to enroll in the trial when admitted to over 100 NHS hospitals. Doctors will be told immediately if one is found to be better than others at boosting survival.",Health Secretary Matt Hancock has called for more patients to take part in clinical trials,Equivalence,"The summary and caption both explicitly mention ""Health Secretary Matt Hancock"". The caption directly reflects the statement made by Matt Hancock in the summary, indicating a direct match in content and entities."
1409,"Ruth May pleads with the nation to comply with lockdown measures to avoid more NHS workers being struck down by the killer bug. Aimee O’Rourke, 38, and Areema Nasreen, 36, sadly passed away after treating coronavirus patients on the frontline. Two other healthcare assistants have also died in the last 24 hours - with nine medics now killed by the virus. A third nurse is today being treated in intensive care at Southend Hospital in Essex. The number of UK deaths has risen by more than 600 today.",Chief Nurse Ruth May begged Brits to stay home to save her colleagues,Equivalence,"The summary mentions Ruth May urging compliance with lockdown measures. The caption directly states ""Chief Nurse Ruth May begged Brits to stay home"", indicating a Token-Token equivalence as both texts refer to the same person and action using identical tokens."
1410,"Areema Nasreen, 36, was killed by the virus she had worked so hard to fight. Her family today told of the mum-of-three’s last moments - as they warned Brits to “fix up” over the deadly pandemic. Aimee O'Rourke, 38, also sadly passed away after treating patients. A third nurse is today being treated in intensive care at Southend Hospital in Essex. The Sun has launched an appeal to raise £1million for NHS workers.","Walsall Manor Hospital , where Areema died after contracting the virus while treating patients",Equivalence,"The summary mentions Areema Nasreen, and the caption identifies the specific hospital where she died after contracting the virus while treating patients. This falls under Literal Equivalence because both texts directly refer to Areema and the context of her death, establishing a direct correspondence."
1411,"Jessica Beatriz Cortéz, a 32-year-old mother, was “complaining about body aches, that she felt a heaviness and fatigue’ Her brother said the “hardest part” about the entire thing was that his sister “died alone” Across the U.S. more than 258,000 cases of the coronavirus have been reported, with at least 6,600 deaths. In California, where Cortez died, more than 11,000 people have tested positive for the illness.","Jessica Beatriz Cortéz, 32, died days after feeling coronavirus symptoms, according to her brother",Equivalence,"The summary and caption both explicitly mention the same person, Jessica Beatriz Cortéz, and her age, 32. This direct and unambiguous overlap of tokens (names and age) indicates a literal equivalence at the token level."
1412,"Met Office is predicting temperatures as high as 20C in the coming days. Fears some of those sick of quarantine-style isolation may be tempted to venture outside. Britons are expected to stay indoors and only go outside for essential shopping trips, medical reasons, one stint of daily exercise and to work from home if possible. Met Police Federation chair Ken Marsh says cops will fine and even arrest those who refuse to adhere to the social distancing guidelines. This comes as 684 more people have died from COVID-19 in Britain bringing the death toll to at least 3,605.",Police will fine or arrest people who refuse to adhere to the lockdown guidance this weekend. A cop car is pictured patrolling a London park,Complementarity,"The summary discusses the general lockdown rules and potential enforcement, while the caption shows a specific instance of police enforcing those rules in a London park. The image enriches the article and provides context, but it's not essential to understanding the core message about the lockdown measures and potential penalties."
1413,"The Sun is launching a £1million appeal to give all NHS frontline staff help they desperately require during this crisis. Our Who Cares Wins Appeal aims to get vital support to staff. From providing food and care packs to giving them somewhere to sit and rest. We have teamed up with NHS Charities Together in their urgent Covid-19 Appeal to ensure the money gets to exactly who needs it. The Sun is donating £50,000 and we would like YOU to help us raise a million pounds, to help THEM.","The Queen Elizabeth Hospital, Birmingham, are receiving snacks, hot drinks, toiletries and evening meals thanks to money from the Covid-19 fund",Complementarity,"The summary describes a fundraising appeal for NHS staff. The caption provides a specific example of how the funds are being used, offering additional context but not essential to understanding the appeal itself. Therefore, it's a non-essential adjunct to the summary."
1414,"Chris Tillett, 45, was the first confirmed coronavirus case in Connecticut. He was initially treated by doctors for the flu. When his symptoms worsened, he was rushed to the emergency room and spent 10 days in a coma. He said he was treated with a combination of the malaria drug chloroquine and Kaletra, a combination HIV drug containing lopinavir and ritonavir. “It worked for me, but it might not work for everyone,” he said of the experimental drug.","Chris Tillett, 45, was the state of Connecticut's first coronavirus case",Equivalence,"The summary and caption both explicitly refer to the same individual, Chris Tillett, and his status as the first coronavirus case in Connecticut. They share unambiguous tokens representing the same entity and event."
1415,"Rita Reynolds fell ill on March 25 and her loved ones were told to expect the worst after she tested positive for the killer bug. End-of-life sedatives were ordered and she was kept comfortable at Abbeyfield care home in Bramhall, Greater Manchester. Daughter Cindy Phillips, who visited her daily, maintained a bedside vigil. But Rita defied the odds to make a full recovery. Grandson Henry Phillips said of the former Women's Air Force driver: “She’s had a terrible diet her entire life.”, Rita will celebrate her 100th birthday in July.",Rita Reynolds fell ill on March 25,Equivalence,"The summary and caption share the exact same phrase: ""Rita Reynolds fell ill on March 25"". This indicates a direct token-to-token match, signifying literal equivalence."
1416,"Australia's chief medical officer Brendan Murphy says he has doubts about data provided by some governments. There are now more than a million people across the globe known to be infected. Many countries have suffered from a lack of testing. It is also believed many patients don't show any symptoms of Covid-19. Britain's coronavirus death toll has today overtaken China and Iran's official tallies after 684 more people died. In America, one person is dying of the illness every minute, making it the new epicentre of the disease.",A leading health official says the true number of people infected with coronavirus could be ten million,Complementarity,"The summary provides general information about the coronavirus pandemic, including statistics and concerns about data accuracy. The caption offers additional, non-essential information about a health official's estimate of the actual number of infected people, supplementing the summary's broader context."
1417," hydroxychloroquine is the 'most effective' coronavirus medicine, doctors say. Poll of 6,200 physicians from 30 countries found it is the best therapy on the market. But World Health Organization says 'there is no evidence' any drug 'can prevent or cure the disease' The international medical community is currently working to develop a vaccine which can cure COVID-19 – a deadly virus which has killed more than 58,000 people globally. In the UK, researchers have to carry out clinical trials before physicians can start handing it out to people struck down with the killer bug.","Hydroxychloroquine, a malaria drug, is being used to treat coronavirus patients",Equivalence,"The summary refers to hydroxychloroquine as a potential coronavirus medicine, and the caption identifies the image as depicting hydroxychloroquine being used to treat coronavirus patients. Both texts directly mention and relate to the same medication in the context of coronavirus treatment, representing a token-token correspondence."
1418,"White House expert Dr. Anthony Fauci, says his ""mind is boggled"" by the markets, as other experts brand them a ""ticking time bomb"" It has been widely speculated that the virus spread from a wet market in the Chinese city of Wuhan late last year. Despite the Chinese government closing these grisly shops following the outbreak, countless others are still operating across Asia. Many of the sellers use a single blade to butcher a whole host of creatures – from dogs, bats, snakes and turtles.",Another coronavirus named SARS was also linked to a similar market in southern China and led to the deaths of hundreds in 2002 and 2003,Complementarity,"The caption provides additional historical context by mentioning the SARS outbreak and its connection to a similar market in China. While the summary discusses the current situation with wet markets and potential links to the virus, the caption enriches the understanding by offering a relevant historical parallel."
1419,"The 52 Iraqis, Iranians and Afghans were brought ashore by Border Force officials at Dover on Thursday. Their detention sparked coronavirus fears as photos appeared to show officials not wearing protective gear. Two cases of Covid-19 have been confirmed in the Calais migrant community and another in a refugee camp in Dunkirk. Up to 3,000 are thought to be living in “high-risk” conditions in northern France. Clare Moseley, founder of charity Care4Calais, warned Europe was “looking at a humanitarian disaster’.","Migrants, including five children, were caught crossing the Channel in inflatable boats",Complementarity,"The summary discusses the arrival of migrants and the associated health concerns. The caption provides additional context by specifying that the migrants, including children, were crossing the Channel in inflatable boats, supplementing the information in the summary but not essential to understanding the core message about migrant arrivals and health risks."
1420,"Italian civil protection chief Angelo Borrelli was asked if Italy would come out by May 16. He said: “It could be around then or it maybe sooner or even later” Italians have already been staying at home since March 9. Britain is said to be two weeks behind, so our lockdown may last until at least the end of May. Those who are infected and breach isolation rules can be jailed for up to four years for ''endangering the health of citizens'' The Italian Doctors Federation also revealed that 73 GPs are among those that have died from coronavirus.","Italy is facing a virus lockdown until at least the middle of May, officials admitted",Equivalence,"The summary and caption both explicitly refer to Italy facing a lockdown potentially extending to mid-May. There is a direct match in the core information conveyed by both texts, demonstrating token-token equivalence."
1421,"China held a three-minute moment of mourning across the country early Saturday to honor those who have died during the coronavirus outbreak. The tribute was especially moving in the large city of Wuhan, where the virus was first detected in December. The State Council ordered that national flags be flown at half-mast around the country and at Chinese embassies and consulates abroad. China has held such moments of silence in past, but rarely on a national scale. A staggering 1.1 million people have tested positive for the virus, including 280,000 in the US.",People bow their heads during a national moment of mourning for victims of coronavirus at an official ceremony in Wuhan,Equivalence,"The summary and caption both refer to a ""moment of mourning"" in Wuhan related to the coronavirus. They share the same core information and refer to the same event with unambiguous tokens."
1422,"PM's adviser says high level of infection will last for 'weeks' if Brits break social distancing rules this weekend. Professor Neil Ferguson also said he was ""hopeful"" the drastic lockdown measures could be relaxed in a few weeks' time to make way for rapid access to testing. But he warned the new ""regime"" would still ""not be normal life"" and would only work once positive cases are lower. Comes as another of Boris' advisers called for Brits to catch coronavirus as lockdown will cause more harm than the killer bug.","Professor Ferguson warned if we didn't ramp up the fight against the killer bug 260,000 would die",Equivalence,"The summary and caption both refer to the same individual, ""Professor Ferguson."" This is a direct token-to-token match, indicating literal equivalence."
1423,"New app allows people to track their daily health, which is also being used by hospital workers around the globe. It comes as the UK saw another record one-day high of 684 deaths, bringing the total of fatalities in the country to 3,605. Early results from the data show there are wide variations across the country of people being affected by the virus. Major cities such as Birmingham, Manchester and Liverpool – as well as London – all being hit badly. Rural parts of south Wales have also been severely hit.",The Government has said it wants to ramp up testing for the coronavirus,Complementarity,"The summary describes the use of a health tracking app and the impact of the virus in the UK, while the caption mentions the government's plan to increase testing. Although related to the same overall topic (the coronavirus situation), the caption provides supplementary context about the government's response, but it is not essential to understanding the core message of the summary about the app and the virus's impact."
1424,"WHO’s coronavirus technical lead, Dr Maria Van Kerkhove, said that while older people are worst affected, there has been an increase in young people dying from the disease. She said that the WHO needs to ‘better understand’ why young people were dying from coronav virus. There are currently 38,168 confirmed cases of coronav Virus in the UK, and 3,645 have died. The Sun has launched an appeal to raise £1MILLION for NHS workers.","Luca Di Nicola, 19, passed died 30 minutes after arriving at North Middlesex Hospital",Complementarity,"The summary discusses the general trend of young people dying from coronavirus. The caption provides a specific instance of a young person's death, adding a concrete example to the broader point made in the summary. While it enriches the context, it's not essential to understand the core message."
1425,"NHS confirmed there were 637 deaths in hospital in England in 24 hours. Young victim is now believed to be the youngest Covid-19 death in Europe after a 12-year-old girl passed away in Belgium earlier this week. Positive coronavirus cases have today risen from 38,168 to 41,903, the Department of Health revealed. Yesterday, the UK death toll yesterday overtook China and Iran's official tallies after 684 more people died. Britain's total death toll of 3,645 is now 319 higher than China where the outbreak started.",The coronavirus death toll has continued to rise in Britain,Equivalence,"The summary explicitly states the rising death toll in the UK due to COVID-19, and the caption reiterates the same concept. Both texts use similar terminology to convey the increasing number of deaths related to the coronavirus in Britain, indicating a direct match in meaning."
1426,"NHS confirmed there were 637 deaths in hospital in England in 24 hours. Young victim is now believed to be the youngest Covid-19 death in Europe after a 12-year-old girl passed away in Belgium earlier this week. Positive coronavirus cases have today risen from 38,168 to 41,903, the Department of Health revealed. Yesterday, the UK death toll yesterday overtook China and Iran's official tallies after 684 more people died. Britain's total death toll of 3,645 is now 319 higher than China where the outbreak started.",The coronavirus death toll has continued to rise in Britain,Equivalence,"The summary and the caption both discuss the rising death toll in Britain due to the coronavirus. The caption directly reflects the main subject of the summary, indicating a token-token equivalence."
1427,"The bug 'swept through' 90-bed Burlington Court in Glasgow - despite bosses banning all visits to the care home. All the fatalities are being linked to Covid-19, although it is understood not all of the victims had been tested. It comes as the UK death toll yesterday overtook China and Iran's official tallies after 684 more people died. In Scotland, deaths have rapidly been rising with 46 further people dying yesterday - bringing the total to 172. Positive cases for the deadly disease in the UK have jumped to 38,168 - up 4,450 from yesterday's total of 33,718.",A coronavirus outbreak killed 13 residents in a care home in Glasgow,Equivalence,"The summary discusses a COVID-19 outbreak at a care home in Glasgow, and the caption directly states that a coronavirus outbreak killed residents in a care home in Glasgow. Both texts contain the same entities ('coronavirus outbreak', 'care home', 'Glasgow') referring to the same event, thus indicating a token-token relationship."
1428,"Up to 4000 ‘low risk’ criminals are to be released early in a bid to stop the coronavirus tearing through prisons. Prisoners within two months of their release date will now be temporarily back on the streets. It comes with 88 prisoners and 15 staff already having tested positive for the virus. About 8,700 prison officers are currently self-isolating with symptoms or ill, while prisoners are in lockdown in their cells for up to 23 hours a day. Convicts who pass the criteria for release will be subject to strict conditions, and electronically monitored with GPS tags.",A number of prison officers have taken time off to self-isolate,Complementarity,"The summary describes the early release of prisoners and the conditions within prisons due to the coronavirus. The caption adds context by stating that a number of prison officers have taken time off to self-isolate, which enriches the understanding of the situation but is not essential to the core message of the summary."
1429,Asian Development Bank warns of 'unprecedented economic disruption' The global cost of coronavirus will be up to $4.1trillion. The figure amounts to 4.8 per cent of the entire world’s economy. ADB officials also said the number could still be an ‘underestimate’ due to knock on impacts such as collapsing supply chains and social crises. The bank did however add the impacts could be mitigated to just $2trillion if containment is eased sooner than expected.,A trader wears a protective face mask when he works on the floor of the New York Stock Exchange on March 20,Complementarity,"The caption provides additional context to the summary by showing a specific instance of how the coronavirus is affecting the economy, depicting a trader wearing a mask at the New York Stock Exchange. The caption functions adverbially by illustrating the environment (place) and conditions (protective measures) associated with the economic disruption discussed in the summary."
1430,"Okonkwonwoye Chika Patrick, 47, allegedly bit nurse while resisting treatment. Incident happened at 7.28pm local time on April 1, inside the quarantine ward at Guangzhou Eighth People’s Hospital, in the capital of Guangdong Province in South China. Images of Wang Hong show her swollen face covered with blood, bruises and a laceration under her left eye. Mr Patrick, a Nigerian passport holder, arrived in China on March 20 when he tested positive for Covid-19. He is to be charged once he is released from treatment, police said.",Pictures of Wang Hong show her bloody and bruised face,Equivalence,"The caption and summary both refer to ""Wang Hong"" and describe her injuries. The tokens representing ""Wang Hong"" and the description of her injured face are present in both texts, indicating a direct match and literal equivalence."
1431,"Anti-parasitic head lice drug Ivermectin has been found to kill the virus in a controlled lab within 48 hours. Scientists in the UK, Germany, USA, Australia and China are all working around the clock to find a vaccine for the killer bug. It could be at least month before human trials would begin and funding would be needed to be able to go forward with the pre-clinical and clinical trials. The Sun is donating £50,000 and we would like YOU to help us raise a million pounds, to help THEM.",Clinical trials of Ivermectin are still a long way off,Complementarity,"The summary discusses Ivermectin and potential trials, while the caption specifies that clinical trials are still distant. The caption adds context to the summary's discussion of Ivermectin, but it is not essential for understanding the summary's main points about research and fundraising."
1432,"Brockwell Park will shut today after 3,000 people descended on the green space. Despite UK's chief nurse begging Brits to stay at home in memory of two hero nurses who lost their lives fighting coronavirus. Pictures show people clearly ignoring social distancing guidelines and sunbathing, some in large groups. Police in Newham, East London, busted a birthday party ordering some 25 guests to go home. In Regents Park, cyclists were snapped riding close together in the sunshine against government advice to keep 2m apart.",Police patrol a packed Clapham Common earlier today,Equivalence,"Both the summary and the caption highlight the issue of people gathering in parks during lockdown. Although the summary mentions different parks and situations, the core idea of disregarding social distancing is mirrored in the caption, making it a metonymic relationship as both texts point to violations of lockdown rules in London parks."
1433,"Luxury stores such as Jimmy Choo, Louis Vuitton and Dolce & Gabbana are boarding up their windows in anticipation of civil unrest. Eerie images show the Big Apple deserted after governor Andrew Cuomo shut down all nonessential businesses across the state. Reports of the seven most serious crimes including rape, robbery and assault have dropped to just 187 calls a day compared to 267 daily calls in the week and a half before New York City enacted emergency rules. Of the NYPD's 36,000 officers, 1,839 of its employees - 1,619 uniformed cops and 220 civilian members - have tested positive for COVID-19.",Jimmy Choo on Greene Street boarding up with plywood windows and entrances to prevent looting,Equivalence,"The summary mentions ""Jimmy Choo"" boarding up windows, and the caption specifically shows ""Jimmy Choo on Greene Street boarding up with plywood windows"". Both texts directly refer to the same entity and action using identical tokens."
1434,"Alan Smith and wife Elsie were found dead in their home near Cambridge. Inquest heard how Elsie's injuries were ""not self-inflicted"" Neighbours revealed how Alan had spoken of his lockdown fears. He was also reportedly worried about getting his medication under the strict guidelines. Britain has seen a spat of reported murder-suicides since coronavirus lockdown was introduced two weeks ago. A senior government adviser warned lockdown will cause more harm than coronav virus as unemployment, domestic violence and mental ill health mount up.",An elderly couple were found dead in Cambridge in an apparent murder-suicide,Equivalence,"The summary and caption both refer to the same event: the death of an elderly couple in Cambridge. Although the summary provides more detail, the caption's description of an ""elderly couple"" and ""Cambridge"" matches with the entities mentioned in the summary."
1435,"Ren Zhiqiang, a real estate tycoon, vanished on March 12 - 23 days ago. His friends have said he went missing after writing an essay criticising Beijing’s handling of coronavirus. Mr Ren blamed the actions of a power hungry “clown” for failure to manage the outbreak, being widely understood to be referring to President Xi. It has now been more than three weeks since anyone has heard from the 69-year-old, raising fears he has been snatched by the authorities.",Ren Zhiqiang has not been seen since March 12 after he criticised the Chinese government over coronavirus,Equivalence,"The summary and the caption both explicitly mention ""Ren Zhiqiang"" and the fact that he criticized the Chinese government over coronavirus, creating a direct match in the tokens used to describe the subject and the event."
1436,"Cabinet Office Minister Michael Gove chaired Saturday's coronavirus press briefing. He updated the nation on the fight against Covid-19 and urged people to ""think of those on the frontline"" NHS England medical director Professor Stephen Powis was also on hand to answer questions from reporters. Yesterday's briefing was hosted by Health and Social Secretary Matt Hancock. Hancock ordered the nation to main social-distancing, as he spoke of the weekend weather forecast for warm weather. Insisting his advice was not a request but an instruction, he told Brits to “do your part” on social- Distancing and stay at home.",Michael Gove chaired Saturday's coronavirus press briefing and updated the nation on the fight against coronavirus,Equivalence,"The summary and caption both explicitly mention 'Michael Gove chaired Saturday's coronavirus press briefing'. The tokens are identical and refer to the same event and person, indicating a direct match."
1437,"Hospital admissions have exploded by 47 per cent in the area in just one day. Death toll in the Midlands is higher than all seven NHS England regions except London. The Sun has launched an appeal to raise £1MILLION for NHS workers. The Who Cares Wins Appeal aims to get vital support to staff in their hour of need. We have teamed up with NHS Charities Together in their urgent Covid-19 Appeal to ensure the money gets to exactly who needs it. We would like YOU to help us raise a million pounds, to help THEM.",Michael Gove said the midlands is a particular area of concern,Complementarity,"The caption adds context to the summary by providing a statement from a political figure about the situation in the Midlands. While the summary details the dire situation, the caption offers an external validation and reinforces the severity of the issue, but it is not essential to understanding the appeal for donations."
1438,Thousands of genetic sequences of the virus have been uploaded to the open database NextStrain. Researchers say the data shows the coronavirus is mutating on average every 15 days. The mutations are so small that no one strain is more deadly than another. Researchers also believe the strains will not grow more deadly as they evolve. The Sun has launched an appeal to raise £1MILLION for NHS workers. We have teamed up with NHS Charities Together in their urgent Covid-19 Appeal to ensure the money gets to exactly who needs it.,Scientists say the coronavirus mutates roughly once every 15 days,Equivalence,The summary and caption both explicitly state that scientists have observed that the coronavirus mutates approximately every 15 days. The texts share identical information about the rate of mutation.
1439,"Porn stars and sex workers will be denied money from the $2trillion coroanvirus stimulus signed by President Donald Trump. Applicants who are trying for loans or grants from the Small Business Administration have to pass a checklist of requirements. One of which is that their work is not of a ""prurient sexual nature"". The exemption applies to those who ""present live performances of a prurientSexual nature or derive directly or indirectly more than de minimis gross revenue through the sale of products or services"" The Adult Performers Actors Guild has lashed out at the exemption.",Sex workers are being denied the $2trillion coroanvirus stimulus checks from President Donald Trump,Equivalence,"The summary and caption both refer to the same event: sex workers being denied coronavirus stimulus checks. The caption is a concise restatement of a key element from the summary, indicating a direct match in core meaning."
1440,"Matt Hancock promised 100,000 coronavirus tests a day by the end of April. But manufacturers tasked with producing the kits by the government have said the sudden deadline is not deliverable. Chief representative of the UK’s testing industry said Mr Hancock did not mention the deadline in a video conference shortly before the announcement. Dr Joe Fitchett, medical director of Mologic, a company given £1 million by the Department of Health to make a test kit, said they would only be available from June at the earliest.","Health Secretary Matt Hancock promised to deliver 100,000 tests a day by the end of April",Equivalence,"The summary and the caption both explicitly mention ""Matt Hancock promised 100,000 coronavirus tests a day by the end of April."" They share the same core information using identical tokens, indicating a direct match in content."
